SITE_ID,NEW_AREA_NAME,SITE_RANKED_NGR,SITE_RANKED_EASTING,SITE_RANKED_NORTHING,N_SURVEYS,FIRST_SURVEY,LAST_SURVEY
7832,Lincolnshire and Northamptonshire,TF3070087000,530700,387000,1,03/01/1995,03/01/1995
25217,Devon and Cornwall,SW6301036080,163010,36080,1,08/06/1983,08/06/1983
69246,Devon and Cornwall,SW8052555962,180525,55962,1,14/09/2017,14/09/2017
25841,Greater Manchester Merseyside and Cheshire,SK0571981736,405719,381736,3,31/07/2007,16/07/2019
1084,Shropshire Herefordshire Worcestershire and Gloucestershire,SO2530094400,325300,294400,3,08/08/1991,15/07/1997
11125,Shropshire Herefordshire Worcestershire and Gloucestershire,SO4010042300,340100,242300,7,13/08/1997,24/08/2021
22981,Wessex,SY7472390286,374723,90286,1,13/07/2006,13/07/2006
16902,Cumbria and Lancashire,NY6766016480,367660,516480,1,26/08/2005,26/08/2005
1526,Essex Norfolk and Suffolk,TG4130021400,641300,321400,3,08/10/1986,06/09/1993
4758,Cambridgeshire and Bedfordshire,TL2315770539,523157,270539,16,27/09/1989,27/09/2019
6348,Greater Manchester Merseyside and Cheshire,SJ9034299683,390342,399683,10,02/10/1995,30/05/2023
21534,Greater Manchester Merseyside and Cheshire,SJ9101890886,391018,390886,2,15/08/2006,05/10/2007
48904,Kent and South London,TQ4764571071,547645,171071,1,13/06/2013,13/06/2013
7001,Greater Manchester Merseyside and Cheshire,SJ8390082300,383900,382300,1,13/08/1996,13/08/1996
7057,Wessex,ST8604054300,386040,154300,6,18/09/2002,28/06/2012
3916,Northumbria,NZ3450012100,434500,512100,8,23/08/2001,14/10/2010
19314,Devon and Cornwall,SX6030057600,260300,57600,1,03/08/2006,03/08/2006
31134,Shropshire Herefordshire Worcestershire and Gloucestershire,SO6538084745,365380,284745,2,21/07/2008,23/06/2011
30165,Yorkshire,SE5153995061,451539,495061,1,22/08/2012,22/08/2012
16914,Northumbria,NY7390063600,373900,563600,4,05/09/1996,01/09/2017
44181,Kent and South London,TQ8749928804,587499,128804,3,12/08/2005,02/10/2024
49344,Shropshire Herefordshire Worcestershire and Gloucestershire,SJ3936232839,339362,332839,2,03/06/2013,04/05/2016
13611,Greater Manchester Merseyside and Cheshire,SJ8589863297,385898,363297,7,03/08/2004,08/07/2024
12780,Shropshire Herefordshire Worcestershire and Gloucestershire,SO3120029700,331200,229700,8,11/07/1989,28/08/1999
19651,Wessex,ST2784036260,327840,136260,3,10/04/2006,20/06/2017
37427,Derbyshire Nottinghamshire and Leicestershire,SK8029443593,480294,343593,2,24/05/2011,21/06/2017
30157,Wessex,ST8530020400,385300,120400,1,30/03/2004,30/03/2004
3857,Yorkshire,SE7295962823,472959,462823,10,12/09/2001,16/07/2015
76324,Devon and Cornwall,SX0791454752,207914,54752,1,17/05/2022,17/05/2022
3453,Kent and South London,TQ5102345560,551023,145560,13,29/11/2001,20/08/2019
5244,Cumbria and Lancashire,NY5513222574,355132,522574,3,08/07/2002,04/08/2021
11546,Cumbria and Lancashire,NY4700401013,347004,501013,2,22/07/1993,11/08/1999
11630,Cumbria and Lancashire,SD3850079400,338500,479400,1,21/09/1994,21/09/1994
53625,Solent and South Downs,SZ4394781952,443947,81952,1,10/07/2014,10/07/2014
6291,Solent and South Downs,SU5637434532,456374,134532,21,19/09/2001,31/07/2024
9484,Devon and Cornwall,SS5074017280,250740,117280,3,26/09/2001,10/08/2011
7559,Cumbria and Lancashire,SD8417958208,384179,458208,23,25/08/1992,13/06/2024
17993,West Thames,SP3585610082,435856,210082,1,22/09/2004,22/09/2004
37204,Greater Manchester Merseyside and Cheshire,SJ7021391137,370213,391137,2,23/06/2010,05/04/2011
6136,Lincolnshire and Northamptonshire,SP8994071120,489940,271120,6,27/01/1989,04/05/2006
6306,Solent and South Downs,SU4917739339,449177,139339,4,25/09/2001,24/08/2004
28792,West Thames,SU8463240210,484632,140210,1,09/10/2007,09/10/2007
32898,Cumbria and Lancashire,NY4184716778,341847,516778,1,27/07/2009,27/07/2009
50967,West Thames,SU9922250483,499222,150483,2,25/06/2014,23/07/2015
79023,Shropshire Herefordshire Worcestershire and Gloucestershire,SO3866988260,338669,288260,1,27/09/2023,27/09/2023
5234,Cumbria and Lancashire,NY6352725282,363527,525282,4,07/08/2002,22/07/2016
6506,Greater Manchester Merseyside and Cheshire,SJ9380069700,393800,369700,2,12/08/1996,09/12/1996
25165,Northumbria,NT9190010100,391900,610100,2,18/09/2006,02/08/2009
17091,Cumbria and Lancashire,NY5721062215,357210,562215,4,21/07/2005,12/07/2024
1213,Shropshire Herefordshire Worcestershire and Gloucestershire,SJ5523709708,355237,309708,13,23/04/1992,03/06/2024
32192,West Thames,SU6109991852,461099,191852,1,21/01/2009,21/01/2009
77743,West Thames,SP4951528977,449515,228977,1,08/06/2023,08/06/2023
7434,Yorkshire,SE3270031200,432700,431200,3,21/08/2002,12/07/2004
1478,Essex Norfolk and Suffolk,TF9980024800,599800,324800,5,17/06/1986,24/09/2009
12686,Wessex,ST4069254666,340692,154666,1,08/08/1991,08/08/1991
4695,Cambridgeshire and Bedfordshire,SP8923229603,489232,229603,3,28/10/1986,24/03/2004
30924,Cambridgeshire and Bedfordshire,TF6091113914,560911,313914,1,21/08/2008,21/08/2008
110,Staffordshire Warwickshire and West Midlands,SK1147604939,411476,304939,5,16/07/1996,18/04/2019
16894,Northumbria,NY6230059200,362300,559200,3,03/10/2005,27/07/2012
706,Essex Norfolk and Suffolk,TL8930036900,589300,236900,22,26/07/1985,26/07/2024
3633,Derbyshire Nottinghamshire and Leicestershire,SK6578513179,465785,313179,6,28/01/1993,10/04/2015
8592,Devon and Cornwall,SW9940053700,199400,53700,1,02/10/2002,02/10/2002
28794,West Thames,SU7212551284,472125,151284,1,25/10/2007,25/10/2007
40974,West Thames,SP4545122441,445451,222441,2,05/10/2011,15/09/2017
12942,Shropshire Herefordshire Worcestershire and Gloucestershire,SO8790036300,387900,236300,2,27/04/1993,14/07/1998
92,Staffordshire Warwickshire and West Midlands,SJ8670042700,386700,342700,3,01/10/1991,16/03/1999
3695,Derbyshire Nottinghamshire and Leicestershire,SK5831569656,458315,369656,11,10/10/1995,03/06/2010
7805,Lincolnshire and Northamptonshire,TF0460036300,504600,336300,1,13/12/1994,13/12/1994
62063,Cumbria and Lancashire,NY5514822506,355148,522506,1,04/07/2014,04/07/2014
48223,Solent and South Downs,SU7506305987,475063,105987,1,08/05/2013,08/05/2013
77989,Cumbria and Lancashire,NY3332808067,333328,508067,2,25/07/2023,17/07/2024
12643,Wessex,SS8968844106,289688,144106,1,20/09/1993,20/09/1993
52364,Cumbria and Lancashire,NY2576948488,325769,548488,1,08/10/2013,08/10/2013
1428,Shropshire Herefordshire Worcestershire and Gloucestershire,SJ5405309244,354053,309244,10,30/06/1992,30/08/2023
11918,Northumbria,NY9310065600,393100,565600,1,06/08/2002,06/08/2002
28331,Northumbria,NZ2820043200,428200,543200,5,11/09/2007,15/08/2012
76183,Wessex,SU1662026382,416620,126382,1,19/08/2021,19/08/2021
9298,Devon and Cornwall,SX6468073020,264680,73020,9,27/06/1996,11/07/2024
9594,Devon and Cornwall,ST3825003680,338250,103680,3,31/07/1997,08/06/2004
9418,Devon and Cornwall,SX7077047890,270770,47890,2,07/08/1997,03/10/2000
7845,Lincolnshire and Northamptonshire,TF0390087400,503900,387400,1,12/12/1995,12/12/1995
26198,Essex Norfolk and Suffolk,TM2358194310,623581,294310,3,23/03/2007,07/03/2017
11769,Cumbria and Lancashire,NY1691400481,316914,500481,8,28/07/1994,08/08/2023
50305,Devon and Cornwall,SW9942151515,199421,51515,1,03/09/2013,03/09/2013
4686,Cambridgeshire and Bedfordshire,TL0176255329,501762,255329,3,22/11/1988,19/10/1994
9811,Devon and Cornwall,SS7308005150,273080,105150,5,08/08/1996,06/08/2018
28201,Cumbria and Lancashire,NY6406173594,364061,573594,1,09/08/2007,09/08/2007
42077,Yorkshire,SD9823150111,398231,450111,11,24/09/1992,25/09/2003
59565,Cumbria and Lancashire,SD4947254192,349472,454192,1,13/08/2014,13/08/2014
78603,Shropshire Herefordshire Worcestershire and Gloucestershire,SO5474990078,354749,290078,1,28/09/2023,28/09/2023
7469,Devon and Cornwall,SX2510061100,225100,61100,2,06/09/1994,11/08/2002
30081,West Thames,SU6484763373,464847,163373,1,13/03/2014,13/03/2014
63383,Yorkshire,SE1515717441,415157,417441,1,13/08/2015,13/08/2015
57885,Northumbria,NZ3016467055,430164,567055,1,13/06/2014,13/06/2014
10715,Hertfordshire and North London,TL4955216984,549552,216984,14,08/10/2003,24/08/2016
858,Essex Norfolk and Suffolk,TL7570008400,575700,208400,9,03/07/1986,16/06/2010
10152,Cumbria and Lancashire,SD6046667430,360466,467430,12,13/07/1981,23/07/2019
21772,Cumbria and Lancashire,NY3258370385,332583,570385,2,11/07/2006,08/07/2013
31129,Cumbria and Lancashire,SD5210048200,352100,448200,1,27/04/1994,27/04/1994
31889,Hertfordshire and North London,TL3840007800,538400,207800,1,05/02/1993,05/02/1993
8927,Essex Norfolk and Suffolk,TG1713335208,617133,335208,1,01/11/1996,01/11/1996
6681,Lincolnshire and Northamptonshire,SE9930006800,499300,406800,10,25/07/1986,25/04/2018
18731,Northumbria,NU1450003300,414500,603300,5,12/09/1995,04/09/2015
16731,Solent and South Downs,TQ1550430176,515504,130176,1,02/08/2005,02/08/2005
34989,Cumbria and Lancashire,SD8155164025,381551,464025,8,14/05/2010,27/06/2024
17672,Kent and South London,TQ6520826902,565208,126902,4,23/11/2005,23/08/2016
36633,Yorkshire,SE4732060406,447320,460406,5,16/06/2014,03/06/2024
41566,Essex Norfolk and Suffolk,TL9624926113,596249,226113,5,30/11/2011,09/12/2011
13323,Shropshire Herefordshire Worcestershire and Gloucestershire,SO9050036500,390500,236500,1,07/07/1988,07/07/1988
10434,Hertfordshire and North London,TL1414101373,514141,201373,12,08/07/2003,23/05/2023
8072,West Thames,SU9685477503,496854,177503,16,01/09/1995,04/09/2013
29708,Cambridgeshire and Bedfordshire,TL6048344298,560483,244298,3,10/02/2005,25/03/2008
29759,Cumbria and Lancashire,SD6143083491,361430,483491,2,30/07/1991,17/07/2002
44984,Kent and South London,TQ1725550441,517255,150441,3,30/10/2012,11/09/2019
5768,Shropshire Herefordshire Worcestershire and Gloucestershire,SO6880048800,368800,248800,1,16/01/1991,16/01/1991
275,Staffordshire Warwickshire and West Midlands,SJ9940058400,399400,358400,1,16/06/1998,16/06/1998
1751,Essex Norfolk and Suffolk,TG3620021500,636200,321500,9,21/09/1988,19/07/2005
8330,Staffordshire Warwickshire and West Midlands,SP2660070900,426600,270900,3,05/08/1992,29/07/2003
69943,Lincolnshire and Northamptonshire,SP7293187063,472931,287063,1,04/08/2017,04/08/2017
5383,Cumbria and Lancashire,NY4712097058,347120,597058,1,18/07/2002,18/07/2002
9191,Devon and Cornwall,ST3194001670,331940,101670,5,24/07/1997,18/06/2004
29396,Yorkshire,SE3440014200,434400,414200,1,01/09/1999,01/09/1999
52043,Greater Manchester Merseyside and Cheshire,SD8803716594,388037,416594,1,15/10/2013,15/10/2013
11305,Cumbria and Lancashire,SD8798247923,387982,447923,2,28/08/2003,26/07/2010
41327,Derbyshire Nottinghamshire and Leicestershire,SK4303533340,443035,333340,3,29/09/2010,19/09/2024
807,Essex Norfolk and Suffolk,TL8470016100,584700,216100,20,06/08/1984,11/10/2023
6112,Lincolnshire and Northamptonshire,TL2060097400,520600,297400,12,15/09/1989,03/10/2013
8254,Devon and Cornwall,SX2836074620,228360,74620,22,15/06/1982,27/08/2024
48863,Cumbria and Lancashire,SD5658295566,356582,495566,1,10/09/2013,10/09/2013
1560,Essex Norfolk and Suffolk,TG1060006400,610600,306400,8,06/02/1987,26/07/2017
12378,Wessex,ST3970022100,339700,122100,3,08/06/1992,24/05/2011
34621,Cumbria and Lancashire,NY2825622265,328256,522265,1,16/10/2009,16/10/2009
41553,Cumbria and Lancashire,SD6597154970,365971,454970,16,15/07/2011,09/10/2018
7124,Shropshire Herefordshire Worcestershire and Gloucestershire,SO6350002900,363500,202900,3,03/02/1992,14/04/1997
10398,Solent and South Downs,SU2374906271,423749,106271,2,30/06/2003,17/05/2006
9703,Devon and Cornwall,SX9310085200,293100,85200,2,18/05/1998,18/06/2004
79183,West Thames,SU6071073035,460710,173035,2,20/10/2023,29/10/2024
33830,Lincolnshire and Northamptonshire,TL0147583359,501475,283359,2,21/09/2009,16/10/2013
10664,Devon and Cornwall,SX4050285099,240502,85099,32,15/08/1984,25/07/2024
11591,Cumbria and Lancashire,SD1810093200,318100,493200,1,02/09/1993,02/09/1993
31058,Cumbria and Lancashire,SD8868033308,388680,433308,1,29/09/1998,29/09/1998
13384,Shropshire Herefordshire Worcestershire and Gloucestershire,SO8750017700,387500,217700,2,24/02/1992,16/06/1992
13427,Staffordshire Warwickshire and West Midlands,SP3520037300,435200,237300,2,11/10/1990,28/06/1994
12846,Shropshire Herefordshire Worcestershire and Gloucestershire,SO5740040300,357400,240300,1,30/07/1999,30/07/1999
48003,Solent and South Downs,SU3579121519,435791,121519,2,18/04/2013,17/04/2014
30916,Cambridgeshire and Bedfordshire,TF5909001324,559090,301324,2,18/08/2008,09/10/2008
614,Essex Norfolk and Suffolk,TM2310047700,623100,247700,3,06/04/1998,04/02/2011
4020,Cumbria and Lancashire,SD5964817376,359648,417376,11,03/07/1995,06/09/2005
7819,Lincolnshire and Northamptonshire,TF1140025500,511400,325500,1,21/12/1994,21/12/1994
19750,Wessex,ST6550034120,365500,134120,1,26/04/2006,26/04/2006
11377,Cumbria and Lancashire,SD8050759359,380507,459359,7,26/08/1992,25/06/2021
78767,Devon and Cornwall,SX6028873869,260288,73869,1,19/09/2023,19/09/2023
10361,Wessex,ST5889014100,358890,114100,3,23/07/1993,25/09/2013
11678,Cumbria and Lancashire,SD4710091200,347100,491200,1,30/08/1994,30/08/1994
5707,Cumbria and Lancashire,SD8014946399,380149,446399,8,05/08/1986,12/09/2008
25700,Essex Norfolk and Suffolk,TG1013837183,610138,337183,1,05/02/2003,05/02/2003
39171,Devon and Cornwall,SS9528621224,295286,121224,1,09/09/2011,09/09/2011
3925,Yorkshire,SK4544377198,445443,377198,2,11/03/1994,09/05/2002
10278,Shropshire Herefordshire Worcestershire and Gloucestershire,SO8400721165,384007,221165,3,16/06/1992,11/04/2003
9739,Devon and Cornwall,SS7620000200,276200,100200,2,13/06/1997,28/06/2000
14182,Yorkshire,SK2954989835,429549,389835,12,01/08/2002,22/08/2023
15819,Shropshire Herefordshire Worcestershire and Gloucestershire,SO3454064243,334540,264243,1,04/08/2005,04/08/2005
36757,Yorkshire,SE2511121001,425111,421001,1,22/06/2015,22/06/2015
255,Staffordshire Warwickshire and West Midlands,SO9930094400,399300,294400,1,03/05/1995,03/05/1995
586,Essex Norfolk and Suffolk,TL6649909001,566499,209001,2,17/02/1998,08/03/2005
25414,Devon and Cornwall,SW6988047120,169880,47120,2,03/06/1987,24/08/2000
30124,Staffordshire Warwickshire and West Midlands,SJ9976221766,399762,321766,3,10/06/2008,13/05/2010
11682,Cumbria and Lancashire,SD4220085800,342200,485800,1,19/10/1995,19/10/1995
9923,Devon and Cornwall,SY0866192837,308661,92837,5,25/08/1998,02/06/2023
5808,Lincolnshire and Northamptonshire,TF0650076600,506500,376600,16,14/08/1985,28/07/2023
20911,Essex Norfolk and Suffolk,TG0111035455,601110,335455,1,17/02/2003,17/02/2003
31068,Devon and Cornwall,SX2640081400,226400,81400,1,21/06/2008,21/06/2008
31484,West Thames,SP4832415979,448324,215979,3,02/10/2008,03/11/2010
1340,Shropshire Herefordshire Worcestershire and Gloucestershire,SO3490092800,334900,292800,4,18/05/1993,10/08/2021
6734,Lincolnshire and Northamptonshire,TF2670043700,526700,343700,9,15/07/1987,19/09/2012
7851,Lincolnshire and Northamptonshire,SK9980093700,499800,393700,1,19/12/1995,19/12/1995
13929,Yorkshire,SE9998154984,499981,454984,3,15/10/2004,04/10/2016
32692,Wessex,ST4700707360,347007,107360,7,20/07/2009,17/07/2023
48764,Derbyshire Nottinghamshire and Leicestershire,SE6363900139,463639,400139,1,24/05/2013,24/05/2013
7796,Lincolnshire and Northamptonshire,TF0370040200,503700,340200,1,15/12/1994,15/12/1994
13054,Staffordshire Warwickshire and West Midlands,SP2570060400,425700,260400,2,21/09/1993,08/05/1996
3802,Yorkshire,SE4130066800,441300,466800,7,30/07/1996,22/07/2002
7993,Lincolnshire and Northamptonshire,TF3370099700,533700,399700,2,12/03/1986,14/03/1986
16274,Kent and South London,TR2857543758,628575,143758,4,12/09/2005,08/05/2012
29008,West Thames,TQ0690464674,506904,164674,1,11/09/2007,11/09/2007
69883,Northumbria,NZ1765168601,417651,568601,4,12/08/2017,09/06/2023
28121,West Thames,TQ0352771306,503527,171306,7,10/09/2007,05/09/2013
5491,Cumbria and Lancashire,NY1734800137,317348,500137,5,12/08/1994,08/08/2019
4076,Cumbria and Lancashire,SD6361212507,363612,412507,3,19/06/1995,04/07/2001
9413,Devon and Cornwall,SX7164047200,271640,47200,6,20/08/1997,13/09/2022
5829,Lincolnshire and Northamptonshire,TF0880071400,508800,371400,4,10/04/1985,17/09/1998
14615,Hertfordshire and North London,TQ1533175527,515331,175527,6,25/05/2005,10/10/2024
10680,Greater Manchester Merseyside and Cheshire,SJ7776693470,377766,393470,4,02/10/2003,07/06/2006
31607,West Thames,SP0170003100,401700,203100,1,24/09/2008,24/09/2008
32365,Solent and South Downs,SU4896830959,448968,130959,1,10/10/2007,10/10/2007
1299,Shropshire Herefordshire Worcestershire and Gloucestershire,SO8690069600,386900,269600,2,20/05/1992,18/06/1997
11448,Cumbria and Lancashire,SD5780083400,357800,483400,2,18/08/1992,21/08/1995
7817,Lincolnshire and Northamptonshire,TF1120027700,511200,327700,1,21/12/1994,21/12/1994
19256,Devon and Cornwall,SX3216570085,232165,70085,7,25/08/1993,22/08/2024
65726,Derbyshire Nottinghamshire and Leicestershire,SK5331174089,453311,374089,1,22/09/2015,22/09/2015
3895,Yorkshire,SK3430072600,434300,372600,2,08/03/1994,19/06/2002
13368,Staffordshire Warwickshire and West Midlands,SP3130068900,431300,268900,1,23/05/1996,23/05/1996
9487,Devon and Cornwall,SS4813019460,248130,119460,5,23/09/1997,01/08/2011
7535,Devon and Cornwall,SW6280042200,162800,42200,2,15/08/2000,06/09/2002
17566,Cumbria and Lancashire,NY0315606940,303156,506940,1,28/09/2005,28/09/2005
15832,Shropshire Herefordshire Worcestershire and Gloucestershire,SO3804265286,338042,265286,2,04/08/2005,25/08/2010
4880,Cambridgeshire and Bedfordshire,TL3070089800,530700,289800,4,25/08/1987,29/06/1999
13770,Northumbria,NZ0160019300,401600,519300,2,10/11/2004,16/06/2010
3653,Derbyshire Nottinghamshire and Leicestershire,SK4469049553,444690,349553,5,24/09/1997,25/08/2022
6583,Lincolnshire and Northamptonshire,TF5450076000,554500,376000,3,24/04/1986,28/06/1995
52843,Cumbria and Lancashire,NY0349229858,303492,529858,1,07/07/2014,07/07/2014
79084,Northumbria,NY7461941241,374619,541241,2,08/08/2023,05/08/2024
6541,Greater Manchester Merseyside and Cheshire,SJ7850077300,378500,377300,1,24/07/1996,24/07/1996
29477,Kent and South London,TQ1950264234,519502,164234,2,12/02/2008,23/02/2011
80263,Shropshire Herefordshire Worcestershire and Gloucestershire,SO6690907484,366909,207484,1,27/08/2024,27/08/2024
9047,Staffordshire Warwickshire and West Midlands,SP4410068300,444100,268300,4,21/08/1984,27/05/2004
70805,Wessex,ST4285062975,342850,162975,1,23/11/2017,23/11/2017
10254,West Thames,SU8442060737,484420,160737,3,10/10/1985,27/03/2003
10790,Northumbria,NY9110038100,391100,538100,8,15/08/1997,30/08/2013
30976,Cumbria and Lancashire,SD7693268274,376932,468274,3,16/07/1991,22/07/2011
43044,Wessex,ST9137545855,391375,145855,1,20/06/2012,20/06/2012
78314,Cumbria and Lancashire,NY0072606013,300726,506013,2,07/09/2023,19/09/2024
31953,Hertfordshire and North London,TQ0162909839,501629,109839,1,05/06/1987,05/06/1987
10210,Wessex,ST4584012401,345840,112401,2,29/06/1994,19/05/2000
11412,Cumbria and Lancashire,SD6580083100,365800,483100,1,25/08/1993,25/08/1993
7854,Lincolnshire and Northamptonshire,TF0450093200,504500,393200,1,21/12/1995,21/12/1995
22635,Cumbria and Lancashire,SD6199814688,361998,414688,1,18/07/2006,18/07/2006
1381,Shropshire Herefordshire Worcestershire and Gloucestershire,SO5700069600,357000,269600,2,02/07/1993,16/09/1999
12235,Essex Norfolk and Suffolk,TM0422034200,604220,234200,1,12/11/2003,12/11/2003
23843,Kent and South London,TQ1480058100,514800,158100,1,22/10/1985,22/10/1985
714,Essex Norfolk and Suffolk,TL8580045000,585800,245000,16,22/09/1981,05/10/2018
3920,Yorkshire,SK4333182820,443331,382820,1,11/03/1994,11/03/1994
13674,Kent and South London,TQ8491952657,584919,152657,2,16/09/2004,19/04/2011
16991,Hertfordshire and North London,TQ5009182442,550091,182442,4,23/05/1996,25/10/2018
79263,Northumbria,NY9557810511,395578,510511,1,27/10/2023,27/10/2023
3534,Wessex,ST8232670255,382326,170255,1,13/05/1999,13/05/1999
9841,Devon and Cornwall,SS6662018400,266620,118400,4,03/09/1996,27/09/2018
9312,Devon and Cornwall,SX6065073840,260650,73840,7,18/07/1996,17/07/2024
9915,Devon and Cornwall,ST1629001760,316290,101760,5,18/09/1998,08/06/2023
6225,Greater Manchester Merseyside and Cheshire,SJ7539559215,375395,359215,1,27/07/2001,27/07/2001
10355,Staffordshire Warwickshire and West Midlands,SP1627064038,416270,264038,4,28/05/2003,13/08/2013
533,Essex Norfolk and Suffolk,TL7580046900,575800,246900,3,20/02/1997,24/03/2010
37247,Wessex,SU1166330568,411663,130568,1,04/05/2011,04/05/2011
30730,Kent and South London,TQ2617768538,526177,168538,1,27/06/2008,27/06/2008
49690,Lincolnshire and Northamptonshire,TF3496029546,534960,329546,1,27/03/2013,27/03/2013
28340,Solent and South Downs,SZ5274178143,452741,78143,1,21/09/2007,21/09/2007
81,Staffordshire Warwickshire and West Midlands,SJ9920058000,399200,358000,2,12/09/1995,16/06/1998
12671,Wessex,ST9580087800,395800,187800,1,22/06/1993,22/06/1993
12505,Greater Manchester Merseyside and Cheshire,SJ5923396521,359233,396521,1,18/07/2000,18/07/2000
29019,Yorkshire,SE0356335695,403563,435695,5,11/09/2007,06/08/2024
6974,Greater Manchester Merseyside and Cheshire,SJ6471798868,364717,398868,9,15/06/1999,07/06/2022
894,Essex Norfolk and Suffolk,TL6809707222,568097,207222,9,24/11/1983,14/10/2013
10322,West Thames,SU6418770505,464187,170505,3,29/04/2003,11/11/2009
7750,Lincolnshire and Northamptonshire,TF1110081000,511100,381000,1,19/01/1995,19/01/1995
45352,Yorkshire,TA0088893715,500888,493715,1,21/10/2012,21/10/2012
48923,Lincolnshire and Northamptonshire,TF1560506682,515605,306682,1,23/04/2013,23/04/2013
11698,Cumbria and Lancashire,SD2360082200,323600,482200,1,09/10/1996,09/10/1996
11595,Cumbria and Lancashire,SD2277697550,322776,497550,1,18/08/1993,18/08/1993
17778,Northumbria,NZ1863460486,418634,560486,4,27/09/2005,26/08/2013
13570,Wessex,SU0806731111,408067,131111,9,30/09/2004,19/09/2024
3607,Derbyshire Nottinghamshire and Leicestershire,SK5968211961,459682,311961,3,30/11/1989,13/04/2004
16198,Devon and Cornwall,SW7543731938,175437,31938,3,24/08/2005,29/05/2013
35346,Cumbria and Lancashire,SD8367135206,383671,435206,3,13/07/2010,12/09/2014
7448,Yorkshire,SE6186017342,461860,417342,7,14/02/1985,22/06/2011
6711,Lincolnshire and Northamptonshire,TF0240093200,502400,393200,4,19/08/1986,31/07/1996
37086,Hertfordshire and North London,TQ1696399191,516963,199191,2,14/04/2011,12/04/2017
8260,Devon and Cornwall,SX0860073750,208600,73750,25,31/07/1980,12/07/2024
50463,Shropshire Herefordshire Worcestershire and Gloucestershire,SO3876730804,338767,230804,5,30/08/2013,09/08/2023
1382,Shropshire Herefordshire Worcestershire and Gloucestershire,SO5750068300,357500,268300,5,30/07/1991,21/08/2024
9940,Shropshire Herefordshire Worcestershire and Gloucestershire,SO4630086300,346300,286300,2,01/07/1993,21/08/2012
9725,Devon and Cornwall,SX8800098700,288000,98700,2,20/06/1997,27/06/2000
8048,Lincolnshire and Northamptonshire,TF4760059800,547600,359800,1,04/02/1999,04/02/1999
587,Essex Norfolk and Suffolk,TL6400011000,564000,211000,2,19/02/1998,08/03/2005
881,Essex Norfolk and Suffolk,TL6370020900,563700,220900,14,21/09/1983,11/09/2019
9657,Devon and Cornwall,SS9522032520,295220,132520,14,13/08/1997,29/07/2022
22771,Wessex,SY7738496118,377384,96118,2,03/10/2006,17/09/2015
32197,Essex Norfolk and Suffolk,TG1382015614,613820,315614,8,12/10/2005,30/09/2015
5857,Lincolnshire and Northamptonshire,SK9030082400,490300,382400,8,20/06/1985,02/05/2014
27437,Devon and Cornwall,SX3145297518,231452,97518,14,02/09/1993,16/08/2024
360,Staffordshire Warwickshire and West Midlands,SJ8746429051,387464,329051,6,01/06/1994,11/06/2024
5299,Cumbria and Lancashire,NY8161314692,381613,514692,5,15/07/2002,21/06/2021
8971,West Thames,SP2985318993,429853,218993,12,09/02/1993,16/05/2024
9337,Devon and Cornwall,SX8666081940,286660,81940,6,19/07/1996,08/07/2019
30391,Yorkshire,SK3460074200,434600,374200,1,24/07/1992,24/07/1992
3786,Yorkshire,SE5240040500,452400,440500,15,25/07/1996,16/07/2014
1642,Essex Norfolk and Suffolk,TG2710007900,627100,307900,4,18/11/1986,29/11/1994
9285,Essex Norfolk and Suffolk,TG1100230188,611002,330188,1,09/12/2002,09/12/2002
9369,Devon and Cornwall,SX6585077310,265850,77310,8,25/06/1996,16/07/2024
16882,Northumbria,NY6730059600,367300,559600,4,05/10/2005,13/07/2022
32327,Hertfordshire and North London,TQ2550092500,525500,192500,1,30/08/1994,30/08/1994
47963,Northumbria,NZ1490099300,414900,599300,5,07/06/2013,12/06/2024
4138,Yorkshire,SK3017294191,430172,394191,2,03/09/1981,23/09/1993
409,Wessex,ST7113659361,371136,159361,5,19/07/2000,14/05/2024
4850,Cambridgeshire and Bedfordshire,TF6699613632,566996,313632,5,17/11/1989,12/03/2015
17105,Cumbria and Lancashire,NY5792851390,357928,551390,4,22/07/1994,12/07/2018
32346,Essex Norfolk and Suffolk,TG0519221576,605192,321576,2,18/02/2009,05/03/2015
8230,Devon and Cornwall,SS2808513467,228085,113467,9,03/06/1993,19/05/2016
417,Wessex,ST8749963177,387499,163177,1,09/08/2000,09/08/2000
3690,Derbyshire Nottinghamshire and Leicestershire,SK5496762812,454967,362812,1,08/06/2011,08/06/2011
10242,West Thames,SU2055869285,420558,169285,2,21/08/2002,15/11/2005
203,Staffordshire Warwickshire and West Midlands,SP1750087650,417500,287650,3,13/05/1992,21/10/1997
26483,Solent and South Downs,SU5181414349,451814,114349,1,29/05/2007,29/05/2007
45223,Devon and Cornwall,SW3912326591,139123,26591,1,19/10/2012,19/10/2012
40838,Yorkshire,SE7758081162,477580,481162,1,20/10/2011,20/10/2011
47343,Yorkshire,SK3097489403,430974,389403,1,23/08/2012,23/08/2012
887,Essex Norfolk and Suffolk,TL7820011600,578200,211600,6,06/05/1986,12/06/2001
1685,Essex Norfolk and Suffolk,TG1450030500,614500,330500,17,26/04/1988,24/09/2024
36795,Cumbria and Lancashire,SD6570762690,365707,462690,1,19/10/2010,19/10/2010
1184,Shropshire Herefordshire Worcestershire and Gloucestershire,SJ6405322009,364053,322009,1,12/05/1992,12/05/1992
9880,Devon and Cornwall,SS5130040200,251300,140200,1,10/09/1996,10/09/1996
