SITE_ID,NEW_AREA_NAME,SITE_RANKED_NGR,SITE_RANKED_EASTING,SITE_RANKED_NORTHING,N_SURVEYS,FIRST_SURVEY,LAST_SURVEY
22,Essex Norfolk and Suffolk,TM5340084400,653400,284400,2,16/12/1987,20/05/1992
23059,Yorkshire,SE5708384450,457083,484450,5,28/06/2006,27/08/2024
6684,Lincolnshire and Northamptonshire,SE9730019000,497300,419000,10,14/08/1986,02/10/2006
7189,Cambridgeshire and Bedfordshire,TL4386181008,543861,281008,1,10/10/2002,10/10/2002
22781,Yorkshire,SE6476880049,464768,480049,1,22/06/2006,22/06/2006
9457,Kent and South London,TQ2820065700,528200,165700,1,22/04/2002,22/04/2002
6500,Greater Manchester Merseyside and Cheshire,SJ7480085700,374800,385700,2,02/11/1993,25/06/1996
43462,Solent and South Downs,SU3899440180,438994,140180,1,12/07/2012,12/07/2012
3861,Yorkshire,SK4381685013,443816,385013,3,17/10/1995,10/12/1998
1791,Essex Norfolk and Suffolk,TG4440009100,644400,309100,2,28/10/1993,04/01/1996
4366,Cumbria and Lancashire,SD5420032100,354200,432100,3,29/05/2001,01/08/2011
9321,Devon and Cornwall,SX8210065100,282100,65100,3,23/05/1996,18/06/2002
24964,Devon and Cornwall,SX3840064600,238400,64600,1,06/10/1998,06/10/1998
4041,Cumbria and Lancashire,SD5536917864,355369,417864,8,04/07/1995,30/08/2006
9782,Devon and Cornwall,ST0558008480,305580,108480,4,15/05/1997,10/06/2019
10681,Greater Manchester Merseyside and Cheshire,SJ8682290009,386822,390009,3,02/10/2003,14/07/2006
7513,Devon and Cornwall,SX5430372059,254303,72059,21,08/07/1983,13/06/2024
27659,Cumbria and Lancashire,SD7161766861,371617,466861,9,04/08/1982,11/07/2019
50004,Hertfordshire and North London,TL4244710937,542447,210937,2,03/04/2014,18/04/2024
78858,Devon and Cornwall,SX4764469856,247644,69856,2,12/09/2023,13/08/2024
1750,Essex Norfolk and Suffolk,TG3630021600,636300,321600,5,15/09/1988,28/08/2002
77244,Cumbria and Lancashire,NY5215413662,352154,513662,1,07/09/2022,07/09/2022
7790,Lincolnshire and Northamptonshire,TF0830043200,508300,343200,1,13/12/1994,13/12/1994
31490,Cumbria and Lancashire,SD6364793441,363647,493441,1,12/09/1991,12/09/1991
31655,Cumbria and Lancashire,SD7059650301,370596,450301,1,06/09/2000,06/09/2000
71424,Yorkshire,SE1582844497,415828,444497,1,12/09/2018,12/09/2018
10423,Shropshire Herefordshire Worcestershire and Gloucestershire,SO4741676180,347416,276180,9,08/05/2003,15/08/2024
11490,Cumbria and Lancashire,NY4210005400,342100,505400,3,17/10/1988,20/08/1996
31957,Devon and Cornwall,SX7783063950,277830,63950,3,22/09/2007,19/09/2011
38626,Kent and South London,TQ3641870721,536418,170721,2,08/08/2011,12/09/2023
8232,Devon and Cornwall,SS2940008900,229400,108900,18,03/08/1990,06/09/2022
61603,Derbyshire Nottinghamshire and Leicestershire,SK1767883121,417678,383121,1,13/09/2018,13/09/2018
29868,Northumbria,NZ0200088100,402000,588100,6,25/07/2010,13/07/2023
12980,Staffordshire Warwickshire and West Midlands,SP2670039400,426700,239400,3,09/09/1981,22/02/1996
30549,Yorkshire,SE0950038000,409500,438000,2,02/07/2008,01/10/2012
4150,Cumbria and Lancashire,SD6557435890,365574,435890,1,06/07/1998,06/07/1998
8400,Cumbria and Lancashire,SD7445868180,374458,468180,10,29/07/1983,26/07/2019
25344,Devon and Cornwall,SW7728039320,177280,39320,3,14/07/1986,07/07/2014
1413,Shropshire Herefordshire Worcestershire and Gloucestershire,SO8280053700,382800,253700,4,26/09/1991,22/05/2012
3705,Derbyshire Nottinghamshire and Leicestershire,SK6491791464,464917,391464,8,30/01/1992,28/06/2006
11704,Cumbria and Lancashire,NY1030003000,310300,503000,1,27/09/1994,27/09/1994
37466,Cambridgeshire and Bedfordshire,TL8601663969,586016,263969,1,02/06/2011,02/06/2011
31676,Cumbria and Lancashire,SD7838449420,378384,449420,1,29/09/1987,29/09/1987
27839,Essex Norfolk and Suffolk,TM3859958005,638599,258005,1,06/09/2007,06/09/2007
14085,Shropshire Herefordshire Worcestershire and Gloucestershire,SO8618160411,386181,260411,1,01/02/2005,01/02/2005
735,Essex Norfolk and Suffolk,TM0250037100,602500,237100,8,24/03/1982,29/03/2006
11437,Cumbria and Lancashire,SD5780088600,357800,488600,2,20/08/1992,12/09/1995
16006,Devon and Cornwall,SW8246045850,182460,45850,4,18/07/1986,17/08/2022
12278,Shropshire Herefordshire Worcestershire and Gloucestershire,SO3240029600,332400,229600,3,21/09/2000,16/09/2003
1844,Essex Norfolk and Suffolk,TG3640021600,636400,321600,1,20/09/2000,20/09/2000
8775,Wessex,SU0065102524,400651,102524,15,26/07/2001,15/08/2024
79324,West Thames,SU4629967156,446299,167156,2,10/10/2023,27/09/2024
3991,Cumbria and Lancashire,SD5734604382,357346,404382,1,20/06/1995,20/06/1995
11637,Cumbria and Lancashire,SD2460088300,324600,488300,1,02/09/1994,02/09/1994
13722,Wessex,ST8834686910,388346,186910,2,20/09/2000,27/04/2006
3887,Yorkshire,SE5930044700,459300,444700,8,07/08/1997,15/07/2004
50623,Wessex,SY6388494271,363884,94271,1,27/08/2013,27/08/2013
7800,Lincolnshire and Northamptonshire,TF0990040900,509900,340900,1,13/12/1994,13/12/1994
13984,Northumbria,NY7075043516,370750,543516,1,11/10/2004,11/10/2004
29025,Yorkshire,SD9057456443,390574,456443,3,22/08/2007,05/09/2014
42109,Yorkshire,SK4370085200,443700,385200,7,19/09/1997,24/09/2003
73425,Yorkshire,SE1116592909,411165,492909,1,17/09/2019,17/09/2019
10488,Cumbria and Lancashire,NY4527396827,345273,596827,16,15/07/2003,10/08/2023
30239,Solent and South Downs,SU5711231244,457112,131244,3,09/09/2009,30/07/2021
10372,Cumbria and Lancashire,NY5310029345,353100,529345,9,24/08/1999,17/07/2013
10623,Devon and Cornwall,SX5147092268,251470,92268,7,29/07/1993,08/09/2021
7916,Lincolnshire and Northamptonshire,TF2590070000,525900,370000,3,07/03/1990,12/12/2001
11564,Cumbria and Lancashire,SD5340098900,353400,498900,3,14/07/1993,21/09/1999
19683,Devon and Cornwall,SX0338958634,203389,58634,3,25/05/2006,22/08/2013
47025,Devon and Cornwall,SX1547796364,215477,96364,1,05/06/2014,05/06/2014
6270,Solent and South Downs,SU5525916412,455259,116412,1,30/08/2002,30/08/2002
50364,Yorkshire,SE9659384319,496593,484319,1,28/08/2013,28/08/2013
31929,Hertfordshire and North London,TQ2970024800,529700,124800,1,09/12/1986,09/12/1986
3714,Derbyshire Nottinghamshire and Leicestershire,SK7978598814,479785,398814,2,12/11/1996,23/07/2002
13548,Wessex,SU1473412661,414734,112661,5,11/08/2004,15/08/2023
35409,Yorkshire,SE3700387556,437003,487556,1,10/06/2010,10/06/2010
4640,Cambridgeshire and Bedfordshire,TL4680059900,546800,259900,6,13/01/1989,08/08/2011
8672,Lincolnshire and Northamptonshire,TF1530018400,515300,318400,12,05/09/1986,01/03/2011
13525,Shropshire Herefordshire Worcestershire and Gloucestershire,SO6700050300,367000,250300,2,15/07/1992,31/08/1995
31753,Yorkshire,SE2574807356,425748,407356,2,28/10/2008,30/05/2022
28643,Solent and South Downs,SU2480409998,424804,109998,3,20/08/2007,04/07/2019
6309,Solent and South Downs,SU4589821041,445898,121041,5,18/09/2002,19/09/2006
4238,Yorkshire,SD9445853818,394458,453818,1,20/08/1998,20/08/1998
12293,Cambridgeshire and Bedfordshire,TF7196524169,571965,324169,1,25/02/2004,25/02/2004
67843,Staffordshire Warwickshire and West Midlands,SP4071598938,440715,298938,1,15/09/2016,15/09/2016
4622,Cambridgeshire and Bedfordshire,SP6216435534,462164,235534,10,21/06/1988,09/07/2024
9382,Devon and Cornwall,SX8020088500,280200,88500,3,30/07/1996,20/08/2003
6678,Lincolnshire and Northamptonshire,TA0040000500,500400,400500,3,10/09/1986,01/09/1993
7303,Devon and Cornwall,SX5499367021,254993,67021,23,27/07/1982,19/06/2024
5785,Greater Manchester Merseyside and Cheshire,SJ7014375708,370143,375708,9,05/07/2001,26/06/2024
16452,Solent and South Downs,SU9085526626,490855,126626,3,04/07/2005,20/07/2018
6117,Lincolnshire and Northamptonshire,TL3170099200,531700,299200,4,06/06/1989,12/04/1999
39,Essex Norfolk and Suffolk,TM2260060600,622600,260600,8,25/11/1987,19/04/2024
1366,Shropshire Herefordshire Worcestershire and Gloucestershire,SO4940078800,349400,278800,8,26/06/1991,26/06/2013
25354,Devon and Cornwall,SW8853048020,188530,48020,1,30/07/1986,30/07/1986
51567,Wessex,SU0467831346,404678,131346,1,08/10/2013,08/10/2013
79504,West Thames,SP2709722062,427097,222062,1,21/03/2024,21/03/2024
37886,Kent and South London,TQ7549652363,575496,152363,2,24/05/2011,07/05/2015
43682,Devon and Cornwall,SX8250093945,282500,93945,1,07/08/2012,07/08/2012
5373,Solent and South Downs,TQ3643025528,536430,125528,16,10/08/2001,24/07/2024
60845,Wessex,SU0411131126,404111,131126,1,17/09/2014,17/09/2014
10311,Cambridgeshire and Bedfordshire,TL0646547546,506465,247546,1,06/05/2003,06/05/2003
35791,Wessex,ST8123030402,381230,130402,2,16/04/2010,13/10/2016
30163,Wessex,SY5550089800,355500,89800,1,29/04/2004,29/04/2004
7274,Shropshire Herefordshire Worcestershire and Gloucestershire,SO6110008900,361100,208900,7,09/04/1991,25/09/2002
10250,Solent and South Downs,SU9450000600,494500,100600,1,15/01/2001,15/01/2001
11598,Cumbria and Lancashire,SD2340098600,323400,498600,1,19/08/1993,19/08/1993
4116,Cumbria and Lancashire,SD6505726641,365057,426641,3,18/06/1996,27/08/2014
11244,Staffordshire Warwickshire and West Midlands,SK1367050889,413670,350889,2,29/10/2003,02/10/2014
10903,Northumbria,NZ0610038100,406100,538100,1,28/09/2003,28/09/2003
6381,Greater Manchester Merseyside and Cheshire,SD8106025647,381060,425647,4,29/10/1996,26/06/2023
21627,West Thames,SP5054106593,450541,206593,2,09/08/2006,27/08/2014
16974,Northumbria,NY7150088200,371500,588200,2,27/09/1993,19/09/2005
43761,Essex Norfolk and Suffolk,TF9010029782,590100,329782,1,13/08/2012,13/08/2012
77344,Greater Manchester Merseyside and Cheshire,SJ9863385547,398633,385547,1,28/09/2022,28/09/2022
47764,Hertfordshire and North London,TL5235313395,552353,213395,2,29/08/2013,03/09/2019
3367,Wessex,ST8386284087,383862,184087,1,03/06/1999,03/06/1999
9215,Devon and Cornwall,SX6462079010,264620,79010,20,13/06/1996,25/07/2024
19679,Devon and Cornwall,SX0739053780,207390,53780,5,06/06/2006,07/07/2022
13644,Staffordshire Warwickshire and West Midlands,SK0484026060,404840,326060,2,19/01/2000,10/07/2002
67884,Northumbria,NZ3193059692,431930,559692,1,22/09/2016,22/09/2016
24768,Northumbria,NY7876885851,378768,585851,7,11/07/2006,05/09/2023
11934,Cumbria and Lancashire,NY4129659562,341296,559562,21,28/02/2003,20/05/2024
1709,Essex Norfolk and Suffolk,TG1086811676,610868,311676,9,15/08/1988,04/07/2018
38008,Derbyshire Nottinghamshire and Leicestershire,SK7998062992,479980,362992,1,29/06/2011,29/06/2011
75523,Devon and Cornwall,SX1684386811,216843,86811,4,11/08/2021,29/08/2024
11434,Cumbria and Lancashire,SD5530088600,355300,488600,2,21/08/1992,12/09/1995
6609,Lincolnshire and Northamptonshire,TF3270047200,532700,347200,7,07/06/1993,05/07/2016
23783,Kent and South London,TQ1340066500,513400,166500,1,22/05/1990,22/05/1990
66512,Yorkshire,TA0138345467,501383,445467,1,25/09/2016,25/09/2016
10535,Solent and South Downs,TQ3940016200,539400,116200,3,15/08/2003,15/09/2009
6968,Greater Manchester Merseyside and Cheshire,SD6131700243,361317,400243,2,08/06/1999,22/06/2005
63323,Shropshire Herefordshire Worcestershire and Gloucestershire,SO8096253043,380962,253043,5,28/09/2015,11/09/2023
41568,Essex Norfolk and Suffolk,TL9654726000,596547,226000,8,30/11/2011,06/01/2012
6001,Lincolnshire and Northamptonshire,TF3370016600,533700,316600,3,07/01/1988,13/06/2001
14553,Yorkshire,SE0140098600,401400,498600,1,01/06/2005,01/06/2005
1669,Essex Norfolk and Suffolk,TG4350000600,643500,300600,1,05/10/1987,05/10/1987
1842,Essex Norfolk and Suffolk,TG3630021200,636300,321200,1,04/10/2000,04/10/2000
36586,Yorkshire,SK3354283135,433542,383135,1,16/09/2010,16/09/2010
54567,West Thames,SP3430420643,434304,220643,1,23/04/2015,23/04/2015
3681,Derbyshire Nottinghamshire and Leicestershire,SK7135685787,471356,385787,14,08/03/2000,21/08/2024
15867,Shropshire Herefordshire Worcestershire and Gloucestershire,SO4390054900,343900,254900,1,30/08/2005,30/08/2005
4074,Cumbria and Lancashire,SD5251921340,352519,421340,2,25/07/1995,19/07/2000
8304,Shropshire Herefordshire Worcestershire and Gloucestershire,SJ7845009870,378450,309870,1,19/09/2002,19/09/2002
25214,Devon and Cornwall,SX2069874161,220698,74161,7,12/07/1994,25/08/2011
32461,Hertfordshire and North London,TL4398611515,543986,211515,1,30/04/2009,30/04/2009
29914,Northumbria,NZ1080089700,410800,589700,3,30/06/2011,07/06/2023
80206,Yorkshire,NZ2075800911,420758,500911,2,28/04/2023,11/09/2024
3429,Staffordshire Warwickshire and West Midlands,SP6200082100,462000,282100,2,09/07/1992,22/05/2001
6622,Lincolnshire and Northamptonshire,TF4600089300,546000,389300,4,14/07/1986,12/05/1995
4587,Cambridgeshire and Bedfordshire,TL9343974322,593439,274322,4,12/07/1988,16/10/1995
6088,Lincolnshire and Northamptonshire,TL0180082200,501800,282200,2,03/10/1989,17/07/1995
30221,Solent and South Downs,SU5489017040,454890,117040,2,12/06/2008,14/07/2016
41480,Cumbria and Lancashire,SD6297250248,362972,450248,6,06/07/2011,08/07/2014
13118,Staffordshire Warwickshire and West Midlands,SP0988251730,409882,251730,3,09/05/1996,08/09/2015
11919,Northumbria,NY9310066100,393100,566100,2,06/08/2002,23/08/2014
11939,Yorkshire,SD9579331320,395793,431320,17,17/08/2000,22/08/2023
13014,Staffordshire Warwickshire and West Midlands,SP4460063400,444600,263400,1,28/06/1993,28/06/1993
3471,Northumbria,NT9240005600,392400,605600,14,25/08/1993,17/07/2024
19691,Solent and South Downs,TQ2143017232,521430,117232,2,28/08/2002,13/05/2014
14537,Wessex,SY8740086700,387400,86700,1,14/06/2005,14/06/2005
37369,Cumbria and Lancashire,NY4660471402,346604,571402,1,11/10/2010,11/10/2010
25306,Devon and Cornwall,SW9624043130,196240,43130,1,05/06/1986,05/06/1986
11703,Cumbria and Lancashire,NY1100001700,311000,501700,1,27/09/1994,27/09/1994
10794,Northumbria,NZ0060034900,400600,534900,4,09/09/2002,16/08/2006
9629,Devon and Cornwall,SS9234032520,292340,132520,6,10/07/1998,12/08/2022
68,Staffordshire Warwickshire and West Midlands,SJ8922626038,389226,326038,10,03/07/1990,19/07/2013
7698,West Thames,SU9109879702,491098,179702,25,01/09/1995,19/07/2024
10493,Shropshire Herefordshire Worcestershire and Gloucestershire,SO9530031200,395300,231200,2,18/08/1992,20/10/1998
11724,Cumbria and Lancashire,NY1440005600,314400,505600,1,22/07/1994,22/07/1994
16975,Northumbria,NY7156588045,371565,588045,3,19/09/2005,30/07/2014
21466,West Thames,SP5329501912,453295,201912,3,10/08/2006,11/06/2014
68826,Yorkshire,SE1333081106,413330,481106,3,30/09/2016,09/10/2018
73964,Wessex,SY6619181582,366191,81582,2,07/09/2021,01/09/2023
5483,Cumbria and Lancashire,SD1274997935,312749,497935,3,11/08/1994,06/08/2002
5524,Cumbria and Lancashire,NY4835705472,348357,505472,7,25/10/1993,26/07/2023
63923,Lincolnshire and Northamptonshire,TF0055809202,500558,309202,2,15/05/2015,02/11/2015
9572,Devon and Cornwall,SX7850056100,278500,56100,2,21/05/2002,29/05/2003
9649,Devon and Cornwall,SS8413039590,284130,139590,5,29/05/1998,22/06/2022
21125,Essex Norfolk and Suffolk,TG2679837899,626798,337899,3,27/02/2003,23/01/2012
6680,Lincolnshire and Northamptonshire,TF1630027600,516300,327600,1,08/07/1999,08/07/1999
19692,Solent and South Downs,TQ2560016300,525600,116300,1,17/12/1997,17/12/1997
25239,Devon and Cornwall,SX2647068870,226470,68870,2,08/10/1985,15/06/1993
21422,West Thames,SU9025885365,490258,185365,3,08/08/2006,23/09/2015
24806,Devon and Cornwall,SX3320062000,233200,62000,2,23/06/1997,13/07/2000
5604,Cumbria and Lancashire,NY0740023900,307400,523900,6,08/08/2003,20/07/2023
68070,Yorkshire,SE8864978994,488649,478994,2,21/10/2015,18/08/2016
77868,Cumbria and Lancashire,SD2246696153,322466,496153,2,06/07/2023,29/07/2024
4240,Yorkshire,SD9844950084,398449,450084,13,20/08/1998,24/07/2017
3460,Essex Norfolk and Suffolk,TM0030046800,600300,246800,2,17/02/1982,13/12/1984
11702,Cumbria and Lancashire,NY1923812296,319238,512296,2,18/10/1994,22/08/1996
6865,Greater Manchester Merseyside and Cheshire,SJ6600053479,366000,353479,1,30/06/1999,30/06/1999
7798,Lincolnshire and Northamptonshire,TF0660040800,506600,340800,1,15/12/1994,15/12/1994
5258,Cumbria and Lancashire,NY0570806660,305708,506660,5,08/07/1998,24/08/2022
53906,Greater Manchester Merseyside and Cheshire,SJ5622146430,356221,346430,1,16/04/2014,16/04/2014
7871,Lincolnshire and Northamptonshire,SK9260020500,492600,320500,1,02/12/1996,02/12/1996
11269,Cambridgeshire and Bedfordshire,TL1556852982,515568,252982,1,22/08/2003,22/08/2003
38368,Derbyshire Nottinghamshire and Leicestershire,SK3421036835,434210,336835,2,26/07/2011,01/07/2014
3942,Yorkshire,SE3199809102,431998,409102,4,19/04/1983,04/08/1994
22003,Devon and Cornwall,SX2498499794,224984,99794,3,21/09/1987,12/08/2010
23470,Kent and South London,TQ0988960774,509889,160774,7,23/10/2007,02/10/2023
31114,Cumbria and Lancashire,SD5666867781,356668,467781,6,29/06/1981,10/09/1991
44781,Wessex,ST8864406172,388644,106172,1,04/09/2012,04/09/2012
641,Essex Norfolk and Suffolk,TM0400061400,604000,261400,3,22/04/1998,18/04/2011
4561,Cambridgeshire and Bedfordshire,SP7032628569,470326,228569,4,16/05/1988,25/03/1998
9942,Shropshire Herefordshire Worcestershire and Gloucestershire,SO8600066200,386000,266200,5,20/05/1992,25/07/2024
7766,Lincolnshire and Northamptonshire,TF0350073800,503500,373800,1,25/01/1995,25/01/1995
6397,Greater Manchester Merseyside and Cheshire,SD7920020200,379200,420200,1,29/10/1996,29/10/1996
36752,Cambridgeshire and Bedfordshire,TF6189217264,561892,317264,1,01/04/2015,01/04/2015
11527,Cumbria and Lancashire,SD4870085100,348700,485100,2,26/08/1993,16/09/1999
8169,Cumbria and Lancashire,SD5822170969,358221,470969,1,21/08/2002,21/08/2002
9611,Devon and Cornwall,SY2724099060,327240,99060,9,16/07/1997,23/07/2021
30716,West Thames,SU6694076734,466940,176734,2,22/07/2008,16/04/2014
8039,Lincolnshire and Northamptonshire,TF2500072400,525000,372400,1,09/03/1987,09/03/1987
12866,Staffordshire Warwickshire and West Midlands,SP5630084300,456300,284300,4,12/05/1987,05/04/2006
1701,Essex Norfolk and Suffolk,TG2662319996,626623,319996,3,13/07/1988,26/06/1998
6250,Solent and South Downs,SU4582020557,445820,120557,9,15/08/2002,30/08/2023
6195,Lincolnshire and Northamptonshire,SP7050087000,470500,287000,14,22/05/1990,31/08/2023
14395,West Thames,SU1250086700,412500,186700,3,20/04/2005,29/04/2013
4957,Cambridgeshire and Bedfordshire,TL4054045503,540540,245503,1,19/03/2001,19/03/2001
7804,Lincolnshire and Northamptonshire,TF0850040500,508500,340500,1,13/12/1994,13/12/1994
19275,Devon and Cornwall,SX0875073280,208750,73280,10,08/08/1980,02/07/2024
69879,Northumbria,NY7493146752,374931,546752,3,10/08/2017,02/09/2019
880,Essex Norfolk and Suffolk,TL6660020300,566600,220300,12,23/09/1983,06/10/2016
9834,Wessex,ST3041026150,330410,126150,85,05/08/1999,08/08/2013
25590,Devon and Cornwall,SW7043029000,170430,29000,2,23/07/1987,08/06/2011
3996,Yorkshire,SE2577907345,425779,407345,2,21/01/1991,19/09/1997
69324,Staffordshire Warwickshire and West Midlands,SK3306210470,433062,310470,1,04/05/2017,04/05/2017
9300,Devon and Cornwall,SX6943079590,269430,79590,10,17/06/1996,14/06/2024
8569,Devon and Cornwall,SW3620023900,136200,23900,1,11/10/2002,11/10/2002
39169,Cumbria and Lancashire,NY4958017936,349580,517936,16,16/08/2011,28/09/2018
77565,Northumbria,NZ0795437995,407954,537995,1,25/04/2023,25/04/2023
553,Essex Norfolk and Suffolk,TL8530033500,585300,233500,2,17/01/1997,19/02/2003
29710,Cambridgeshire and Bedfordshire,TL5867845713,558678,245713,3,10/02/2005,25/03/2008
26142,Essex Norfolk and Suffolk,TM1725696460,617256,296460,1,23/03/2007,23/03/2007
14247,Shropshire Herefordshire Worcestershire and Gloucestershire,SO5330050800,353300,250800,1,05/10/1998,05/10/1998
9192,Devon and Cornwall,ST2591011120,325910,111120,18,21/07/1997,06/06/2024
37866,West Thames,SU9979356503,499793,156503,2,22/06/2011,15/07/2014
5167,Cumbria and Lancashire,NY5606555735,356065,555735,17,21/07/1994,02/08/2024
19393,Cumbria and Lancashire,SD5562673681,355626,473681,1,06/10/1998,06/10/1998
12294,Cambridgeshire and Bedfordshire,TL7224361652,572243,261652,1,27/02/2004,27/02/2004
72605,Cambridgeshire and Bedfordshire,TL4440382408,544403,282408,2,26/09/2018,01/05/2019
1384,Shropshire Herefordshire Worcestershire and Gloucestershire,SO6038567235,360385,267235,3,11/05/1993,10/07/2013
4828,Cambridgeshire and Bedfordshire,TF7361202613,573612,302613,9,15/02/1990,24/04/2024
7071,Solent and South Downs,TQ0100818234,501008,118234,21,24/07/2002,20/06/2024
42262,Solent and South Downs,SU3534120890,435341,120890,1,05/04/2012,05/04/2012
8493,Shropshire Herefordshire Worcestershire and Gloucestershire,ST5760099300,357600,199300,2,14/06/1995,02/05/2000
1846,Essex Norfolk and Suffolk,TG3600021600,636000,321600,1,27/09/2000,27/09/2000
9785,Devon and Cornwall,SS8410016500,284100,116500,1,29/07/1996,29/07/1996
18586,Northumbria,NY8840067600,388400,567600,1,27/06/2005,27/06/2005
29474,Kent and South London,TQ1904563719,519045,163719,2,12/02/2008,23/02/2011
4672,Cambridgeshire and Bedfordshire,TF6048216903,560482,316903,5,15/10/1991,24/08/2005
13359,Staffordshire Warwickshire and West Midlands,SP3220072200,432200,272200,2,03/10/1989,04/10/1994
7773,Lincolnshire and Northamptonshire,SK9120053300,491200,353300,1,07/02/1995,07/02/1995
29748,Shropshire Herefordshire Worcestershire and Gloucestershire,SO5290220588,352902,220588,4,23/09/2008,22/08/2019
7068,Shropshire Herefordshire Worcestershire and Gloucestershire,SO6650609481,366506,209481,9,28/07/1992,05/09/2013
5387,Cumbria and Lancashire,NY0509106285,305091,506285,5,27/08/1998,28/08/2019
8076,West Thames,TQ0319071521,503190,171521,6,01/09/1995,11/09/2006
31069,Cumbria and Lancashire,SD4837942705,348379,442705,1,03/06/1992,03/06/1992
627,Essex Norfolk and Suffolk,TM4420087000,644200,287000,2,05/05/1998,03/03/2006
6378,Greater Manchester Merseyside and Cheshire,SD8104327248,381043,427248,6,29/10/1996,27/06/2023
23745,Kent and South London,TQ2690032100,526900,132100,1,19/03/1993,19/03/1993
24903,Hertfordshire and North London,TQ5518390499,555183,190499,2,05/07/1996,25/05/2012
34173,Staffordshire Warwickshire and West Midlands,SJ9941323431,399413,323431,1,20/10/2009,20/10/2009
44782,Wessex,ST8313215347,383132,115347,1,04/09/2012,04/09/2012
6950,Lincolnshire and Northamptonshire,TF1400049800,514000,349800,1,21/04/1988,21/04/1988
17891,Cambridgeshire and Bedfordshire,TL6654371908,566543,271908,7,19/10/2005,25/09/2024
13041,Wessex,ST4426950403,344269,150403,1,18/06/1991,18/06/1991
34209,Kent and South London,TQ8306153608,583061,153608,1,08/10/2009,08/10/2009
37098,Hertfordshire and North London,TQ0473086450,504730,186450,3,06/05/1999,07/11/2000
1757,Essex Norfolk and Suffolk,TG3600022000,636000,322000,8,26/08/1988,21/07/2005
69888,Shropshire Herefordshire Worcestershire and Gloucestershire,SJ3066024887,330660,324887,1,10/08/2017,10/08/2017
13358,Staffordshire Warwickshire and West Midlands,SP3240072300,432400,272300,4,21/06/1983,04/10/1994
29716,Yorkshire,NZ3310001600,433100,501600,1,05/08/1996,05/08/1996
11392,Wessex,SZ0359498447,403594,98447,3,11/09/2003,20/09/2012
12006,Yorkshire,SE1347113643,413471,413643,10,07/09/2000,25/08/2015
7534,Devon and Cornwall,SW6390041700,163900,41700,2,16/08/2000,01/09/2002
24764,Devon and Cornwall,SX2680065000,226800,65000,6,04/10/1985,04/09/2015
16908,Cumbria and Lancashire,NY6770517390,367705,517390,1,26/08/2005,26/08/2005
4584,Cambridgeshire and Bedfordshire,TL9410468902,594104,268902,9,19/04/1989,22/08/2024
63303,Cambridgeshire and Bedfordshire,SP7224848287,472248,248287,2,01/04/2015,23/03/2016
55245,Cambridgeshire and Bedfordshire,TL1932930375,519329,230375,1,26/03/2014,26/03/2014
16794,Wessex,SY5659797932,356597,97932,2,14/10/2005,08/09/2006
41491,Cumbria and Lancashire,SD6495553764,364955,453764,16,21/07/2011,03/10/2018
7034,Greater Manchester Merseyside and Cheshire,SD9371616272,393716,416272,1,02/05/1995,02/05/1995
5711,Cumbria and Lancashire,SD7885045189,378850,445189,9,06/08/1986,04/08/2021
68850,Kent and South London,TQ6957156783,569571,156783,1,31/05/2017,31/05/2017
12407,Solent and South Downs,TQ4380022600,543800,122600,2,05/09/2003,04/09/2019
42284,Kent and South London,TQ1526565762,515265,165762,2,13/04/2012,20/04/2023
33809,Lincolnshire and Northamptonshire,SP6927871981,469278,271981,2,05/10/2009,30/06/2018
1662,Essex Norfolk and Suffolk,TG4500003500,645000,303500,1,01/10/1987,01/10/1987
7032,Greater Manchester Merseyside and Cheshire,SD9450017800,394500,417800,1,10/05/1995,10/05/1995
11344,Cumbria and Lancashire,SD6949535414,369495,435414,2,30/07/1991,01/10/2003
9637,Devon and Cornwall,SS9214022880,292140,122880,3,26/08/2009,08/09/2022
78792,Devon and Cornwall,SX0652179008,206521,79008,2,25/07/2023,19/07/2024
7713,Lincolnshire and Northamptonshire,TF2370086000,523700,386000,1,05/12/1994,05/12/1994
34870,West Thames,SU3869467566,438694,167566,1,30/03/2010,30/03/2010
13429,Staffordshire Warwickshire and West Midlands,SP4080080400,440800,280400,1,06/07/1995,06/07/1995
3700,Derbyshire Nottinghamshire and Leicestershire,SK6112673106,461126,373106,7,21/11/1991,13/07/2015
9747,Devon and Cornwall,SX8347098600,283470,98600,5,19/06/1997,23/06/2023
10722,Solent and South Downs,TQ4279021613,542790,121613,13,09/10/2003,14/08/2024
13030,Shropshire Herefordshire Worcestershire and Gloucestershire,SO9420034700,394200,234700,2,19/08/1992,08/06/1998
14996,Yorkshire,SE1673599753,416735,499753,5,02/06/2005,11/09/2024
15261,Yorkshire,SE2140090100,421400,490100,2,03/06/2005,10/08/2016
41350,Cumbria and Lancashire,SD6253750795,362537,450795,16,03/07/2011,10/10/2018
45423,Northumbria,NZ3493948176,434939,548176,4,24/07/2012,30/07/2015
6623,Lincolnshire and Northamptonshire,TF4530093000,545300,393000,3,03/07/1986,05/06/1995
24645,Northumbria,NZ0990038900,409900,538900,2,25/07/2006,12/08/2012
7103,Shropshire Herefordshire Worcestershire and Gloucestershire,SO8650024800,386500,224800,4,02/05/1986,08/05/2003
26517,Yorkshire,SD9027886241,390278,486241,2,06/06/2007,24/07/2013
1330,Shropshire Herefordshire Worcestershire and Gloucestershire,SO2940076700,329400,276700,3,29/06/1993,14/09/2006
